text_clean,text_len,label
seeing elder queer couples marry really is emotional. they get to live their final years with equality and with dignity.,120,offensive_language
i look like denzel when i tilt my head to the side too bitch,60,offensive_language
"<user> hoes not women, like to be the center of attention",57,offensive_language
woke up dis morning pockets filled with xtra pros might slide thru double o tonight n bless the hoes! -- peezy,110,offensive_language
heard some good news today and all i gotta say is karma is a bitch & 128521 ;& 128139 ;& 9996 ;& 65039 ;,104,offensive_language
i was in love with charlie & 128553 ;,37,neither
are you serious right now? hypocritical and double standards? fuck outta my face with that trash,96,offensive_language
rt <user> : hate to break the news but u spam bro rt <user> : a dyke a tuck her titties in the winter and start calling herself mr.& 8230 ;,139,offensive_language
ios 8 autocorrect is trash rt <user> : my phone be capitalizing the dumbest things!,83,neither
rt <user> : democrats to push income inequality as top issue of 2014 <url> charlie baker (r) veers further left all in w d& 8230 ;,130,neither
"that, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. sooo there's that too.",140,offensive_language
<user> come over hoe,20,offensive_language
<user> sun follow me you 4' bitch you can't do shit so stfu faggot,66,offensive_language
rt <user> : wet pussy with no smell a mf,40,offensive_language
"rt <user> : wow, he didn't just call them bitches, from what i could see it looked like brady told the crowd ""f*ck you, bitches! ...",132,offensive_language
there are 2 types of niggas in this world. real niggas ... bitch niggas,71,offensive_language
rt <user> : lol it's funny tho cuz every hoe that talk shit i .... nvm that shit ain't player,93,offensive_language
"rt <user> : via <user> ""eat ice kevinsmith"" if i'm eating anything tonight, woman? it's pity-pussy. make it better in a ...",123,offensive_language
yeah that's where you're supposed to put the trash can.... rude <url>,69,neither
it makes me sad knowing this queers won't be down the street anymore. <user> <user> sadtweet,92,offensive_language
& 128514 ;& 128514 ;& 128514 ; nicca gotta team full of worsum hoes,67,offensive_language
i remember when bitches wouldnt let a nigga fuck for like 3 months now its 3 days or so,87,offensive_language
rt <user> : if you're a bad bitch why're you wearing sneakers?,62,offensive_language
"' don't ask me if i'm in my "" feelings "" cause i ain't no bitch i don't got those tf . i'm sad , not in no fucking feelings .",125,offensive_language
"<user> ....you tink u done made a funny? nigga come lookatathehood i got nightclubs, trannies, crackheads, dealers, come at me",126,offensive_language
rt <user> : attention! leggings ain't for everybody. especially you hippo looking hoes!,87,offensive_language
<user> this bitch has brain damage,34,offensive_language
i just be fucking these bitches these niggas be cuffin these hoes,65,offensive_language
<user> we don't send pussy ass cowards to old sparky,52,offensive_language
<user> prego bitch,18,offensive_language
<user> <user> u look like that fat kid on charlie walker the that got stuck it the chocolate tube.,98,neither
rt <user> : if he tell u that u got some good pussy but he never try to hit again.. what that mean?,99,offensive_language
<user> sounds like a bad bitch.,31,offensive_language
<user> he's am has no clue heeb,31,offensive_language
code of slience pussy! hm nigga free my nigga ceddy. d ridah. quan. dollah. dre n my nigga franc lukis n my nigga j mo,118,offensive_language
rt <user> : when you let go of all your hoes for one girl but she end up bein a hoe too <url>,93,offensive_language
rt <user> : chris brown reached maximum level of icy with this hoe. <url>,73,offensive_language
& 8220 ; <user> : what& 8217 ;s going to be your pick for selectionsunday ? 2for5 watchlikeaking <url> dis make colored folk happy,130,neither
"i done been to the top, i done sipped the juice/ and with that being said, bird crumbs will never do!",101,neither
tony blair equals bush's bitch morningjoe,41,offensive_language
my bird got a headache & 128527 ;& 128530 ;,43,neither
"i hate when ppl come to my house and make a mess in the bathroom, like bitch do i come to your house and play in the sink? noooo",128,offensive_language
boom bitches,12,offensive_language
i masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before i get to look at it!,116,offensive_language
<user> fag.,11,hate_speech
i can't fuck a scary hoe.,25,hate_speech
<user> a bitch got 8 i'm trinna change 2 & 128514 ;& 128557 ;,61,offensive_language
"countin all my hoes nigga, thats all i knows nigga",50,offensive_language
"nah watch the hoes thats jus gettin fucked start tweetin bout ""make love""",73,offensive_language
<user> haha how much are you payed to constantly not know what you're talking about??? dumb ass & 128514 ;& 128076 ; wade is trash,130,offensive_language
<user> if you go could you hook up the plant city faggots or,60,hate_speech
"this bitch brought me my food and said ""surprise"". thirsty bitch.",65,offensive_language
<user> that was back when nigger music was decent,49,hate_speech
"& 128514 ; gucci b having me on my rude shit& 8220 ; <user> : lol that's not nice "" <user> : "" that bitch aint worth a quarter """"& 8221 ;",137,offensive_language
tonight. my sole purpose is to be thoroughly intoxicated. night off and no class in the am. maybe i deserve it,110,neither
<user> fuck you bitch,21,offensive_language
<user> sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,94,offensive_language
rt <user> : lmao that bitch saw the camera looked up at the big screen n then realized& 128128 ;& 128128 ; <url>,112,offensive_language
go watch nick jr. childish ass bitch & 8220 ; <user> : the nicks are playing ?& 8221 ;,86,offensive_language
rt <user> : marriage not for everyone.. some bitches just want u to sleepover sometimes,87,offensive_language
i wish a bitch could,20,offensive_language
"listen to her "" <user> : she curving you on the low "" <user> : what it mean if a girl thinks u have the hoes but u don't???""",124,offensive_language
"<user> yeah i'm down i'm starting to promote for belasco thursday , so u better go bitch",88,offensive_language
"i don't know what's more stressful, midterms or flappy birds.",61,neither
rt <user> : frasesdeunamadremexicana these bitches is my sons lol,65,offensive_language
<user> why you gotta phone in your avi texting but you got negative bitches?,76,offensive_language
rt <user> : i wonder when it got attractive to be a huge bitch,62,offensive_language
"' i guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... <url>",122,offensive_language
rt !! <user> : i will never ever ever give a nigga my all unless i know for a fact he doing the same . yeen finna play me bitch & 128514 ;& 9996 ;,146,offensive_language
yahhhhhh bitch yahhhh,21,offensive_language
rt <user> : im a knock the pussy out like fight night,53,offensive_language
"dumb little broad , move the fuck along bitch",45,offensive_language
i bet he rey go crazy ona bitch jack llab,41,offensive_language
"picture time outside of metro, fucking fags",43,offensive_language
"""i'm sorry i fucked yo bitch... but she really dig a nigga"" <user>",66,offensive_language
rt <user> : a lot of y'all hoes pretty until a nigga enlarge that avi...,72,offensive_language
<user> lol youre retarded & 128514 ;,36,offensive_language
"rt <user> : ohioans clowned on kid like, ""it's sooo warm here! what the fuck is wrong with minnesota?"" well that bitch karma teamed wit& 8230 ;",143,offensive_language
i wanna get this hoe on my arm with a diamond coming out of the cloud..& 9729 ;& 65039 ;& 128142 ; riprick <url>,112,offensive_language
mom just called me a rude ass hoe rude,38,offensive_language
"rt <user> : when she comes through with the nudes, but they trash, but she got big titties <url>",96,offensive_language
<user> <user> point a ppint an bitch & 128514 ;& 128514 ;& 128514 ;& 128128 ;,77,offensive_language
foxnews cuts away when a democrat talks and claim to be fair and balanced. lmao network full of teabaggers and liars.,117,neither
i hate bitches. thirsty ass bitches,35,offensive_language
<user> i read that in his voice like a hoe& 128514 ;,52,offensive_language
<user> hell na !! hes a honky brah,34,offensive_language
"y'all can have these so called ""bad bitches"". i'm looking for a nerd like rocky balboa had.",91,offensive_language
& 8220 ; <user> : omarion ol girl w/ this negative ass vibe ! i hate mamas like her & 128530 ; hoe need to be & 128165 ;& 128074 ;& 128165 ;& 8221 ;,148,offensive_language
"rt <user> : this bitch just said ""i hope it snows like hell this summer "" & 128563 ; now how in the actual fuck do you expect that to happen?",141,offensive_language
i literally just looked bc this kids a pussy..,46,offensive_language
i'm fasho in that hoe then! rt <user> : tbretreat is about to be 21+? i'm in that hoe for real this time!,105,offensive_language
bruh bitches be wearing heels and club outfits to school and shit & 128553 ;& 128514 ;& 128128 ;,96,offensive_language
bad bitches be all ova me .. besides pussy what could you offer me?! & 128175 ;& 10006 ;& 65039 ;& 128175 ;,107,offensive_language
y'all hoes love everyday,24,offensive_language
rt <user> : miserable bitches talk the most shit & 128514 ;& 9996 ;& 65039 ;,76,offensive_language
& 128561 ;that bitch is from moreno valley........ & 128530 ;,61,offensive_language
i won't say how many bitches i fucked but i might say how many 100s i touched & 128178 ;& 128178 ;& 128178 ;,108,offensive_language
rt <user> : don't wife a hoe end up like these 2 <url>,54,offensive_language
y'all sleep on shy glizzy & 128564 ; young jefe& 128520 ;,57,neither
<user> <user> <user> exactly by folks who can't favor to get into that lovely old stadium.,90,neither
& 8220 ; <user> : miss you <user> & 8221 ; pussy,48,offensive_language
can i bring another bitch can we have a threesome or nahhh,58,offensive_language
